id,title,description,availability,condition,price,link,image_link,brand
92785,Antitranspirante Aerossol Rexona Men V8 250ml Spray Leve Mais Pague Menos,Antitranspirante Aerossol Rexona Men V8 250ml Spray Leve Mais Pague Menos,in stock,new,24.79 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-f39305a73bc841bba15e0eceaead2f4a.png,Rexona
2419,Antitranspirante Aerossol Rexona Powder Dry 150ml Spray,Antitranspirante Aerossol Rexona Powder Dry 150ml Spray,in stock,new,17.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-684e31d0506a45cd804b6848b0542044.png,Rexona
93332,Antitranspirante Aerossol Rexona Powder Dry 250ml Spray Leve Mais Pague Menos,Antitranspirante Aerossol Rexona Powder Dry 250ml Spray Leve Mais Pague Menos,in stock,new,24.79 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-0be42106e22143949cf13051b8317c2c.png,Rexona
92780,Antitranspirante Aerossol Violeta & Frésia Branca Dove Invisible Care 250ml Spray Tamanho Econômico,Antitranspirante Aerossol Violeta & Frésia Branca Dove Invisible Care 250ml Spray Tamanho Econômico,in stock,new,28.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-b10f532c31684ba6b7c7a05666b768bf.png,Dove
102794,Antitranspirante Creme Classic Rexona Clinical 58g,Antitranspirante Creme Classic Rexona Clinical 58g,in stock,new,31.49 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-acd1eb242c3d476baef8c90c1371922f.jpeg,Rexona Clinical
102795,Antitranspirante Creme Clean Rexona Clinical 58g,Antitranspirante Creme Clean Rexona Clinical 58g,in stock,new,31.49 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-e51f269691b44f9d9a69c8531e417b31.jpeg,Rexona Clinical
105654,Antitranspirante Creme Sérum Dove Previne Escurecimento 50g,Antitranspirante Creme Sérum Dove Previne Escurecimento 50g,in stock,new,18.29 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-ee2800c4324b43dd89068cf3fe0a8678.png,Dove
110870,Antitranspirante Lenha Old Spice 200ml Spray Embalagem Econômica,Antitranspirante Lenha Old Spice 200ml Spray Embalagem Econômica,in stock,new,24.49 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-108dfc1990b14d398ef53b2ab9a95cb8.png,Old Spice
3826,Antitranspirante Roll-On Original Dove 50ml,Antitranspirante Roll-On Original Dove 50ml,in stock,new,11.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-809746803a38476697954944ae3867a8.jpeg,Dove
2414,Antitranspirante Roll-On Powder Dry Rexona 50ml,Antitranspirante Roll-On Powder Dry Rexona 50ml,in stock,new,11.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-d7952077440e4d01af829d7ae5d1a448.png,Rexona
8199,Antitranspirante Roll-On V8 Rexona Men 50ml,Antitranspirante Roll-On V8 Rexona Men 50ml,in stock,new,11.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-62e592954ca64a1589a0038fd3253b20.png,Rexona
59088,Apar Pressao Digital Braco Omron Hem-7122,Apar Pressao Digital Braco Omron Hem-7122,in stock,new,271.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-87fcdbba270e4db5b6407a3c3efdcca2.png,
96148,Aparelho Barbear GILLETTE Vênus Suave Sensível L4P3,Aparelho Barbear GILLETTE Vênus Suave Sensível L4P3,in stock,new,31.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-bdd8eb70a15543149de78f60471897fb.png,Gillette
74448,Aparelho Descartável para Barbear Gillette Prestobarba3 4 Unidades Pague Menos,Aparelho Descartável para Barbear Gillette Prestobarba3 4 Unidades Pague Menos,in stock,new,31.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-f3a00737483340629ba2c7b6201f4a70.jpg,Gillette
109186,Aparelho Descartável para Barbear Gillette Prestobarba3 Carbono 2 Unidades,Aparelho Descartável para Barbear Gillette Prestobarba3 Carbono 2 Unidades,in stock,new,20.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-ed3d4e22cdb64109ba1129e481f8e874.png,Gillette
99134,Aparelho Descartável para Barbear Gillette Prestobarba3 Sensitive 2 Unidades,Aparelho Descartável para Barbear Gillette Prestobarba3 Sensitive 2 Unidades,in stock,new,21.49 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-acf4ef224e2e4964a6143b7c9908dc5d.png,Gillette
88449,Aparelho Descartável para Barbear Gillette Prestobarba3 Sensitive 4 Unidades Pague Menos,Aparelho Descartável para Barbear Gillette Prestobarba3 Sensitive 4 Unidades Pague Menos,in stock,new,33.49 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-ecbb414eafd647729c849cb2e51b1bb8.png,Gillette
110085,Aparelho Descartável para Depilar  Gillette Venus Simply3 2 Unidades,Aparelho Descartável para Depilar  Gillette Venus Simply3 2 Unidades,in stock,new,21.49 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-8da902f29949403387ad3dd529669bc3.png,Gillette
42980,Aparelho Descartável para Depilar Gillette Prestobarba3 2 Unidades,Aparelho Descartável para Depilar Gillette Prestobarba3 2 Unidades,in stock,new,23.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-af28e36131c54be2ba651a859585b7db.png,Gillette
92133,Aparelho Descartável para Depilar Gillette Venus Suave Sensitive 2 Unidades,Aparelho Descartável para Depilar Gillette Venus Suave Sensitive 2 Unidades,in stock,new,18.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-fb2df86cb524482f813c7681a502781f.png,Gillette
88234,Aparelho Pressão Digital Auto De Braco Bspii G-Tech,Aparelho Pressão Digital Auto De Braco Bspii G-Tech,in stock,new,149.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-bd7ed63d82a94da9a93cf34da9638d8e.jpeg,
106560,Aparelho Prestobarba 3 Suave 1Un,Aparelho Prestobarba 3 Suave 1Un,in stock,new,10.49 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-58104d475f8c4852a0759e268e2b4243.jpg,
86855,Arnica Bem Care Gel Massageador 240G,Arnica Bem Care Gel Massageador 240G,in stock,new,24.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-fa77c7bcb8e9478c93b1d3285fca7f47.png,
95525,Aspirador Nasal Lolly Kinddy Respirebem,Aspirador Nasal Lolly Kinddy Respirebem,in stock,new,38.99 BRL,https://loja.redecentralfarma.com.br/,https://d22vuod48cepji.cloudfront.net/ib.item.image.large/l-2369836d81f346b59aed12ba4d5777ca.jpeg,Lolly
